"sujet";"categorie";"motif"
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-ASSISTANCE TRAITEMENT DEMANDE D'ANNULATION TRANSACTION
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-ASSISTANCE TRAITEMENT DEMANDE D'ANNULATION TRANSACTION
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ASSISTANCE PAIEMENT INSCRIPTION_CAMPUSEN
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ASSISTANCE PAIEMENT INSCRIPTION_DGES
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ASSISTANCE PAIEMENT INSCRIPTION_DGES
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ASSISTANCE PAIEMENT INSCRIPTION_ETTICA
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ASSISTANCE PAIEMENT INSCRIPTION_SUPDECO
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ASSISTANCE PAIEMENT INSCRIPTION_SUPDECO
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-BONUS USAGE NON RECU
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-DEMANDE D'INFORMATION (PRINCIPE,ELIGIBILITE)
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-DEMANDE D'INFORMATION (PRINCIPE,ELIGIBILITE)_CAMPUSEN
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-DEMANDE D'INFORMATION (PRINCIPE,ELIGIBILITE)_DGES
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-DEMANDE D'INFORMATION (PRINCIPE,ELIGIBILITE)_ETTICA
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-DEMANDE D'INFORMATION (PRINCIPE,ELIGIBILITE)_SUPDECO
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-DIFFICULTE D'UTILISATION APP
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-DIFFICULTE D'UTILISATION USSD
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-DOUBLE  PAIEMENT
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ECHEC DE PAIEMENT_CAUSE PLAFONNEMENT
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ECHEC TRANSACTION
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ERREUR DE TRANSACTION NUMERO ou CODE MARCHAND ERRONNE
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ERREUR DE TRANSACTION NUMERO ou CODE MARCHAND ERRONNE
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ERREUR DE TRANSACTION_MONTANT SAISI ERRONE
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-ERREUR DE TRANSACTION_NUMERO OU CODE MARCHAND ERRONNE
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _CAMPUSEN
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _DGES
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _ETTICA
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _SUPDECO
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-NOTIFICATION NON RECUE
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-PAIEMENT INSCRIPTION IMPOSSIBLE _CAMPUSEN
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-PAIEMENT INSCRIPTION IMPOSSIBLE _DGES
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-PAIEMENT INSCRIPTION IMPOSSIBLE _ETTICA
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-PAIEMENT INSCRIPTION IMPOSSIBLE _SUPDECO
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-SEUIL DE TRANSACTION (MONTANT-NBRE-FREQ)
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-TARIF/COUT DE TRANSACTION
Assistance;ASS-MONEY PAIEMENT MARCHAND;ASS-MON-PAI-MAR-VERIFICATION DE TRANSACTION
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MONEY_PAIEMENT QR CODE IMPOSSIBLE
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MONEY_QR CODE INDISPONIBLE
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MONEY_SCAN QR CODE IMPOSSIBLE
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MON-PRO-TEC-DIFFICULTE DE TELECHARGEMENT APPLICATION
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MON-PRO-TEC-DIFFICULTE D'UTILISATION USSD
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MON-PRO-TEC-DOUBLE VALIDATION OPERATION
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MON-PRO-TEC-IMPOSSIBILITE D'ACCES A L'APPLICATION
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MON-PRO-TEC-IMPOSSIBILITE D'ACCES AU SERVICE USSD
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MON-PRO-TEC-PERTURBATIONS APPLICATION OM EN COURS D'OPERATION
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MON-PRO-TEC-PERTURBATIONS SERVICE USSD EN COURS D'OPERATION
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MON-PRO-TEC-WOYOFAL IMPOSSIBILITE D'ACCES AU SERVICE USSD #888#
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-MON-PRO-TEC-WOYOFAL PERTURBATIONS SERVICE USSD #888# EN COURS D'OPERATION
Assistance;ASS-MONEY PROBLEMES TECHNIQUES;ASS-TEC-SED-IDENTIFICATION MENU E RECHARGE
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-BONUS USAGE NON RECU
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-CASH A DOMICILE DEMANDE D'INFO (PRINCIPE, ELLIGIBILITE)
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-CASH A DOMICILE LIVREUR ABSENT
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-DEMANDE D'INFORMATION (PRINCIPE,ELIGIBILITE)
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-DIFFICULTE D'UTILISATION APP
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-DIFFICULTE D'UTILISATION APP
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-DIFFICULTE D'UTILISATION USSD
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-DIFFICULTE D'UTILISATION USSD
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-DOUBLE VALIDATION OPERATION
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-ECHEC TRANSACTION
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-ERREUR DE TRANSACTION
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-EVOLUTION GRILLE  TARIFAIRE RETRAIT
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-EVOLUTION GRILLE  TARIFAIRE RETRAIT
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-INDISPONIBILITE DE  CASH EN PDV
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-NOTIFICATION NON RECUE
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-SEUIL DE TRANSACTION (MONTANT-NBRE-FREQ)
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-TARIF/COUT DE TRANSACTION
Assistance;ASS-MONEY RETRAIT;ASS-MON-RET-VERIFICATION DE TRANSACTION
Assistance;ASS-MONEY TRANSFERT;ASS-MON-BLOCAGE TRANSACTION SUITE ERREUR
Assistance;ASS-MONEY TRANSFERT;ASS-MONEY TRA-RECHARGEMENT COMPTE OM VIA CARTE VISA
Assistance;ASS-MONEY TRANSFERT;ASS-MONEY TRA-RECHARGEMENT COMPTE OM VIA CARTE VISA
Assistance;ASS-MONEY TRANSFERT;ASS-MONEY TRA-RECHARGEMENT COMPTE OM VIA CARTE VISA POUR UN TIERS
Assistance;ASS-MONEY TRANSFERT;ASS-MONEY TRA-RECHARGEMENT COMPTE OM VIA CARTE VISA POUR UN TIERS
Assistance;ASS-MONEY TRANSFERT;ASS-MONEY TRA-RECHARGEMENT COMPTE OM VIA MASTERCARD
Assistance;ASS-MONEY TRANSFERT;ASS-MONEY TRA-RECHARGEMENT COMPTE OM VIA MASTERCARD
Assistance;ASS-MONEY TRANSFERT;ASS-MONEY TRA-RECHARGEMENT COMPTE OM VIA MASTERCARD POUR UN TIERS
Assistance;ASS-MONEY TRANSFERT;ASS-MONEY TRA-RECHARGEMENT COMPTE OM VIA MASTERCARD POUR UN TIERS
Assistance;ASS-MONEY TRANSFERT;ASS-MON-RET-EVOLUTION GRILLE TARIFAIRE ENVOI TRANSFERT
Assistance;ASS-MONEY TRANSFERT;ASS-MON-RET-EVOLUTION GRILLE TARIFAIRE ENVOI TRANSFERT
Assistance;ASS-MONEY TRANSFERT;ASS-MON-RET-EVOLUTION GRILLE TARIFAIRE TAC
Assistance;ASS-MONEY TRANSFERT;ASS-MON-RET-EVOLUTION GRILLE TARIFAIRE TAC
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA- ASSISTANCE TAC
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA- ASSISTANCE TAC
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-BONUS USAGE TAC NON RECU
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-BONUS USAGE TAC NON RECU
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-DEMANDE D'INFORMATION (PRINCIPE,ELIGIBILITE)
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-DIFFICULTE DE TRANSACTION -COMPTE LIGHT
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-DIFFICULTE D'UTILISATION APP
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-DIFFICULTE D'UTILISATION USSD
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-ECHEC TRANSACTION
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-ECHEC TRANSFERT_CAUSE PLAFONNEMENT
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-ERREUR DE TRANSACTION  INTERNATIONAL_NUMERO ERRONE
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-ERREUR DE TRANSACTION TAC_ERREUR SUR NOM OU PRENOM
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-ERREUR DE TRANSACTION TAC_ERREUR SUR NOM OU PRENOM
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-ERREUR DE TRANSACTION TAC_NUMERO ERRONE
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-ERREUR DE TRANSACTION_MONTANT SAISI ERRONE
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-ERREUR DE TRANSACTION_NUMERO SAISI ERRONE
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-SEUIL DE TRANSACTION (MONTANT-NBRE-FREQ)
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-SURFACTURATION TRANSFERT INTERNATIONAL
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-SURFACTURATION TRANSFERT NATIONAL
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-TARIF/COUT DE TRANSACTION
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-TRANSFERT  NON RETOURNE DANS LES DELAIS
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-VERIFICATION DE TRANSFERT CLASSIQUE
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-VERIFICATION DE TRANSFERT CLASSIQUE
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-VERIFICATION DE TRANSFERT INTERNATIONAL
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-VERIFICATION DE TRANSFERT INTERNATIONAL
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-VERIFICATION DE TRANSFERT TAC
Assistance;ASS-MONEY TRANSFERT;ASS-MON-TRA-VERIFICATION DE TRANSFERT TAC
Assistance;ASS-MONEY TRANSFERT;ASS-SED- ANNULATION TRANSACTION  C2C MONTANT NON ENTAME
Assistance;ASS-MONEY TRANSFERT;ASS-SED- ANNULATION TRANSACTION  C2C MONTANT NON ENTAME
Assistance;ASS-MONEY TRANSFERT;ASS-TRA-ASSISTANCE ANNULATION TRANSACTION SUITE ERREUR
Assistance;ASS-MONEY-ARNAQUE CHANGEMENT DE CARTE;ASS-MON-ARN-CA- SUIVI RESET DE CODE
Assistance;ASS-MONEY-ARNAQUE CHANGEMENT DE CARTE;ASS-MON-ARN-CA- SUIVI RESET DE CODE
Assistance;ASS-MONEY-ARNAQUE-BLANCHIMENT;ASS-MON-ARN-BLA-BLANCHIMENT FAUX BILLET
Assistance;ASS-MONEY-ARNAQUE-DISTRIBUTEUR;ASS-MON-ARN-DIST- MANIPULATION PORTABLE CLIENT
Assistance;ASS-MONEY-ARNAQUE-DISTRIBUTEUR;ASS-MON-ARN-DIST- MANIPULATION PORTABLE CLIENT
Assistance;ASS-MONEY-ARNAQUE-DISTRIBUTEUR;ASS-MON-ARN-DIST-ANNULATION CASH OUT
Assistance;ASS-MONEY-ARNAQUE-DISTRIBUTEUR;ASS-MON-ARN-DIST-CASH IN VIA ACCES WEB
Assistance;ASS-MONEY-ARNAQUE-DISTRIBUTEUR;ASS-MON-ARN-DIST-CASHIN PAR CODES COURTS
Assistance;ASS-MONEY-ARNAQUE-DISTRIBUTEUR;ASS-MON-ARN-DIST-CASHIN SANS ENCAISSEMENT
Assistance;ASS-MONEY-ARNAQUE-DISTRIBUTEUR;ASS-MON-ARN-DIST-FAUX RETRAIT
Assistance;ASS-MONEY-ARNAQUE-DISTRIBUTEUR;ASS-MON-ARN-DIST-VOL PORTABLE
Assistance;ASS-MON-TRA SMS;ASS-MON-TRA-BLOCAGE TRANSACTION SUITE ERREUR
Assistance;ASS-MON-TRA SMS;ASS-TRA-ASSISTANCE ANNULATION TRANSACTION SUITE ERREUR
Assistance;ASS-PAIEMENT DE FACTURE;ASS-PAI-DE-FAC-ASSISTANCE PAIEMENT CREDIT DER
Assistance;ASS-PAIEMENT DE FACTURE;ASS-PAI-DE-FAC-ASSISTANCE PAIEMENT CREDIT DER
Assistance;ASS-PAIEMENT DE FACTURE;ASS-PAI-DE-FAC-PAIEMENT DE FACTURES
Assistance;ASS-PAIEMENT DE FACTURE;ASS-PAI-DE-FAC-PAIEMENT DE FACTURES
Assistance;ASS-PAIEMENT DE FACTURE;ASS-PAI-DE-FAC-PAIEMENT PAR OM
Assistance;ASS-PAIEMENT DE FACTURE;ASS-PAI-DE-FAC-PAIEMENT PAR PAYNET
Assistance;ASS-PAIEMENT FACTURE;ASS-PAI-ASSISTANCE PAIEMENT FACTURE OM
Assistance;ASS-PARAMETRAGE INTERNET MOBILE;ASS-PARA-INT-MOB-ASSISTANCE ECHEC PARAMETRAGE
Assistance;ASS-PARAMETRAGE INTERNET MOBILE;ASS-PARA-INT-MOB-ASSISTANCE ECHEC PARAMETRAGE
Assistance;ASS-PARAMETRAGE INTERNET MOBILE;ASS-PAR-INT-MOB-MANUEL
Assistance;ASS-Paramétrage postes IP;ASS-Para-Attribution Poste IP
Assistance;ASS-PARAMETRAGE SMS;ASS-PAR-SMS-ACTIVATION N° CENTRE DE MESSAGERIE
Assistance;ASS-PARAMETRAGE SMS;ASS-PAR-SMS-ENREGISTREMENT N° CENTRE DE MESSAGERIE
Assistance;ASS-PARAMETRAGE SMS;ASS-PAR-SMS-MODIFICATION N° CENTRE DE MESSAGERIE
Assistance;ASS-PARAMETRAGE SMS;ASS-PAR-SMS-VERIFICATION N° CENTRE DE MESSAGERIE
Assistance;ASS-PARAMETRAGE SMS;Test arnaque
Assistance;ASS-PRE;ASS-PRÉ-D'O-ACTIVATION PO
Assistance;ASS-PRE;ASS-PRÉ-D'O-DÉSACTIVATION PO
Assistance;ASS-PRE;ASS-PRÉ-D'O-DOSSIER PO INCOMPLET
Assistance;ASS-PRO-TEC;ASS-PRO-TEC-DIFFICULTE DE TELECHARGEMENT APPLICATION
Assistance;ASS-PRO-TEC;ASS-PRO-TEC-IMPOSSIBILITE D'ACCES A L'APPLICATION
Assistance;ASS-PRO-TEC;ASS-PRO-TEC-IMPOSSIBILITE D'ACCES AU SERVICE USSD
Assistance;ASS-PRO-TEC;ASS-PRO-TEC-PERTURBATIONS APPLICATION OM EN COURS D'OPERATION
Assistance;ASS-PRO-TEC;ASS-PRO-TEC-PERTURBATIONS SERVICE USSD EN COURS D'OPERATION
Assistance;ASS-REC;ASS-REC-RECONDUCTION 
Assistance;ASS-REC;ASS-REC-RETABLISSEMENT
Assistance;ASS-REC;ASS-REC-SUSPENSION 
Assistance;ASS-RECHARGEMENT COMPTE INTERNET;ASS-REC-COM-INT-RECHARGEMENT COMPTE VIA OM
Assistance;ASS-RECHARGEMENT COMPTE INTERNET;ASS-REC-COM-INT-RECHARGEMENT COMPTE VIA SELFCARE
Assistance;ASS-RECHARGEMENT COMPTE INTERNET;ASS-REC-COM-INT-RECHARGEMENT COMPTE VIA USSD
Assistance;ASS-RECHARGEMENT LIGNE;ASS-REC-LIG-RECHARGEMENT COMPTE VIA CARTE
Assistance;ASS-RECHARGEMENT LIGNE;ASS-REC-LIG-RECHARGEMENT COMPTE VIA OM
Assistance;ASS-RECHARGEMENT LIGNE;ASS-REC-LIG-RECHARGEMENT COMPTE VIA USSD
Assistance;ASS-RECHARGEMENT LIGNE;ASS-REC-LIG-RECHARGEMENT CRÉDIT VIA CARTE
Assistance;ASS-RECHARGEMENT LIGNE;ASS-REC-LIG-RECHARGEMENT CRÉDIT VIA OM
Assistance;ASS-RECHARGEMENT LIGNE;ASS-REC-LIG-RECHARGEMENT CRÉDIT VIA SELFCARE
Assistance;ASS-RECHARGEMENT LIGNE;ASS-REC-LIG-RECHARGEMENT CRÉDIT VIA USSD
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-CINQ DERNIERES TRANSACTIONS #145# OPTION 5
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-CONSULTATION DU SOLDE OPTION 4
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-DEPOT D'ARGENT VIA OM OPTION 1
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-PAIEMENT FACTURE PAR LE DISTRIBUTEUR
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-RECHARGE CREDIT TELEPHONIQUE
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-RECHARGE CREDIT TELEPHONIQUE
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-RETRAIT AVEC CODE
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-RETRAIT AVEC CODE
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-RETRAIT D'ARGENT VIA OM 
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-RETRAIT D'ARGENT VIA OM 
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-RETRAIT D'ARGENT VIA OM OPTION 2
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-TRANSFERT D'ARGENT VIA OM 
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-TRANSFERT D'ARGENT VIA OM 
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-TRANSFERT D'ARGENT VIA OM OPTION 3
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-TRANSFERT INTRA-REGIONAL
Assistance;ASS-RECHARGEMENT OM;ASS-REC-OM-VENTE  OM PAR WEB
Assistance;ASS-RECHARGEMENT SEDDO;ASS-REC-SED-RECHARGE SUD-SUD(#132#)
Assistance;ASS-RECHARGEMENT SEDDO;ASS-REC-SED-VENTE SEDDO PAR E-RECHARGE (C2C/C2S)
Assistance;ASS-RECHARGEMENT SEDDO;ASS--REC-SED-VENTE SEDDO PAR SMS (C2C/C2S)
Assistance;ASS-RECHARGEMENT SEDDO;ASS-REC-SED-VENTE SEDDO PAR USSD (C2C/C2S)
Assistance;ASS-REIT-1413;ASS-REIT- CAS SENSIBLE COUPURE CABLE
Assistance;ASS-REIT-1413;ASS-REIT- CAS SENSIBLE DERANGEMENT FIXE
Assistance;ASS-REIT-1413;ASS-REIT- CAS SENSIBLE DERANGEMENT INTERNET
Assistance;ASS-REIT-1413;ASS-REIT- CAS SENSIBLE DERANGEMENT TV
Assistance;ASS-REIT-1413;ASS-REIT- DER-CAS SENSIBLE REPETITION DERANGEMENT
Assistance;ASS-REITERATION CLIENT;ASS-REIT- CAS SENSIBLE COMMANDE LIVRAISON
Assistance;ASS-REITERATION CLIENT;ASS-REIT- CAS SENSIBLE DERANGEMENT
Assistance;ASS-REIT-HV_RCD;ASS-REIT-CAS SENSIBLE ASSISTANCE SOUSCRIPTION SERVICE
Assistance;ASS-SERVICE MY CANAL;ASS-SER-MY-CAN-ASSISTANCE SOUSCRIPTION 
Assistance;ASS-SERVICE MY CANAL;ASS-SER-MY-CAN-SOUCI DE SOUSCRIPTION SUR LE SITE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-ACTIVATION NOUVELLE SIM
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-ACTIVATION SUIVI CONSO VOIX
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-CARTE SIM DÉFFECTUEUSE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-CHANGEMENT CODE PIN 1
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-CODE CARTE ILLISIBLE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-CONFIGURATION N° CENTRE DE MESSAGERIE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-CONSULTATION MESSAGERIE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-CONSULTATION SOLDE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-DESACTIVATION SUIVI CONSO VOIX
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-DESINSCRIPTION DU SERVICE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-PERSONNALISATION BOITE VOCALE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-PERSONNALISATION MESSAGERIE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-RECHARGEMENT CARTE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-RENVOI CODE SECRET 
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-SAUVEGARDE MESSAGE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-SOUSCRIPTION AU SERVICE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-SUIVI CONSO
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-SUIVI ENCOURS CONSO
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-SUPPRESSION MESSAGE
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-Transfert de contacts SIM vers téléphone
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-Transfert de données via PERVACIO
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-UTILISATION SUIVI CONSO DATA VIA #1234#
Assistance;ASS-SERVICES DE BASE;ASS-SER-DE-BAS-VÉRIFICATION MSISDN
Assistance;ASS-SIM;ASS-SIM-ACTIVATION CODE PIN
Assistance;ASS-SIM;ASS-SIM-CARTE SIM DÉFFECTUEUSE
Assistance;ASS-SIM;ASS-SIM-CARTE SIM DÉFFECTUEUSE
Assistance;ASS-SIM;ASS-SIM-CHANGEMENT CODE PIN
Assistance;ASS-SIM;ASS-SIM-CODE PUK NON FONCTIONNEL
Assistance;ASS-SIM;ASS-SIM-CODE PUK NON FONCTIONNEL
Assistance;ASS-SIM;ASS-SIM-DEMANDE CODE PIN
Assistance;ASS-SIM;ASS-SIM-DEMANDE CODE PUK
Assistance;ASS-SIM;ASS-SIM-DEMANDE CODE PUK
Assistance;ASS-SIM;ASS-SIM-DEMANDE DE CHANGEMENT CODE PIN
Assistance;ASS-SIM;ASS-SIM-DEMANDE DE CHANGEMENT CODE PIN
Assistance;ASS-SIM;ASS-SIM-DESACTIVATION CODE PIN
Assistance;ASS-SIM;ASS-SIM-VENTE NOUVEL ABONNEMENT
Assistance;ASS-SIM;ASS-SIM-VERIFICATION IMSI
Assistance;ASS-SIM;ASS-SIM-VERIFICATION MSISDN_NUMERO MOBILE
Assistance;ASS-SOUSCRIPTION INTERNET MOBILE;ASS-SOU-INT-MOB-ACHAT VIA APPLI
Assistance;ASS-SOUSCRIPTION INTERNET MOBILE;ASS-SOU-INT-MOB-ACHAT VIA SELFCARE
Assistance;ASS-SOUSCRIPTION INTERNET MOBILE;ASS-SOU-INT-MOB-ACHAT VIA USSD
Assistance;ASS-SOUSCRIPTION INTERNET MOBILE;ASS-SOU-INT-MOB-ACHAT VIA WEB
Assistance;ASS-SOUSCRIPTION INTERNET MOBILE;ASS-SOU-INT-MOB-PASS VOLUME
Assistance;ASS-SOUSCRIPTION INTERNET MOBILE;ASS-SOUSCRIPTION SERVICE
Assistance;ASS-SOUSCRIPTION INTERNET MOBILE;ASS-SOUSCRIPTION SERVICE
Assistance;ASS-TERMINAUX;ASS-TER-TERMINAL_OLD_ DEFECTUEUX
Assistance;ASS-USAGE DATA MOBILE;ASS-ASSISTANCE CREATION COMPTE
Assistance;ASS-USAGE DATA MOBILE;ASS-ASSISTANCE CREATION COMPTE
Assistance;ASS-USAGE DATA MOBILE;ASS-USA-DAT-MOB-COUPURE
Assistance;ASS-USAGE DATA MOBILE;ASS-USA-DAT-MOB-LENTEUR
Assistance;ASS-USAGE DATA MOBILE;ASS-USA-DAT-MOB-NAVIGATION
Assistance;ASS-USAGE DATA MOBILE;ASS-USA-DAT-MOB-SOUSCRIPTION
Assistance;ASS-USAGE DATA MOBILE;ASS-USA-DAT-PASS EN COURS NON UTILISABLE
Assistance;ASS-USAGE DATA MOBILE;ASS-USA-DAT-PASS EN COURS NON UTILISABLE
Assistance;ASS-USAGE DATA MOBILE;ASS-USA-DAT-PASS EPUISE AVANT TERME
Assistance;ASS-USAGE DATA MOBILE;ASS-USA-DAT-PASS EPUISE AVANT TERME
Assistance;ASS-USAGE DATA MOBILE;ASS-USA-ET-SERVICES DATA SUVI CONSO
Assistance;ASS-USAGE DATA MOBILE;ASS-Usa-Ser-TRANSFERT PASS
